District,Latitude,Longitude,lat,lon,
sirohi,24.8903,72.85645,24.75292792,72.80461766,
tonk,26.16113,75.78625,26.16789371,75.62217678,
udaipur,24.58702,73.69845,24.20369115,73.65327219,
east sikkim,27.33333,88.66667,27.31413553,88.67235254,
north sikkim,27.66667,88.5,27.82907637,88.55686908,
south sikkim,27.33333,88.41667,27.30934473,88.36209309,
west sikkim,27.33333,88.25,27.30775047,88.20749786,
ariyalur,11.13938,79.08428,11.24305806,79.29021187,
chengalpattu,12.68225,79.98056,12.52967922,80.00842985,
chennai,13.08376,80.28256,13.10699488,80.25443358,
coimbatore,10.99415,76.96629,10.97039106,76.91820827,
cuddalore,11.74515,79.75896,11.61444588,79.65038073,
dharmapuri,18.94365,79.09492,12.09600508,78.20186561,
dindigul,10.3621,77.96947,10.47778035,77.8365551,
erode,11.34065,77.71723,11.51921618,77.28614315,
kallakkurichi,11.73577,78.96306,11.77413176,79.10986033,
kancheepuram,12.82425,79.70112,12.83846586,79.78432579,
kanniyakumari,8.09948,77.51963,8.326575226,77.3322694,
karur,10.95921,78.07722,10.88837018,78.15609844,
krishnagiri,12.52646,78.21408,12.6285279,78.01936561,
madurai,9.92418,78.12416,9.956487842,78.01953726,
nagapattinam,10.7769,79.84062,10.76876277,79.78415412,
namakkal,11.21941,78.16773,11.28633865,78.11031148,
perambalur,11.2341,78.88024,11.22926789,78.92899443,
pudukkottai,10.38518,78.79233,10.34111919,78.92847944,
ramanathapuram,9.36025,78.83724,9.410010901,78.70175138,
ranipet,12.95147655,79.47278252,12.91549163,79.42554784,
salem,11.66553,78.15164,11.73765094,78.20203727,
sivaganga,9.85021,78.4856,9.975448615,78.5659121,
tenkasi,8.9635,77.30821,9.063993395,77.47053908,
thanjavur,10.76864,79.12901,10.66140789,79.24425516,
the nilgiris,11.45711776,76.64147526,11.49429292,76.73330735,
theni,10.01019,77.47708,9.936362433,77.46916579,
thiruvallur,13.12466,79.91844,13.26743186,80.00602246,
thiruvarur,10.77342,79.63663,13.26743186,80.00602246,
thoothukkudi,8.80627,78.14325,10.71406618,79.47038707,
tiruchirappalli,10.80605,78.69476,11.03762898,78.5659121,
tirunelveli,8.72641,77.7335,8.551704635,77.65309607,
tirupathur,10.11108,78.60017,12.60945822,78.61132681,
tiruppur,11.08942,77.36261,10.81648207,77.4700241,
tiruvannamalai,12.23526,79.07481,12.49464592,79.10934535,
vellore,12.91354,79.13249,12.89675226,78.97389941,
viluppuram,11.9379,79.5019,12.14788921,79.47090206,
virudhunagar,9.58919,77.95368,9.424318686,77.83689842,
adilabad,19.67203,78.5359,19.49310094,78.56556883,
bhadradri kothagudem,17.67072874,80.7063695,17.73635578,80.7214403,
hyderabad,17.3949,78.47073,17.40444196,78.45223671,
jagtial,18.78827,78.91405,18.75432937,78.74744775,
jangaon,17.72323,79.16095,17.66298708,79.28986858,
jaya shankar bhalupally,18.49444782,79.92289203,18.43235203,79.86279746,
jogulamba gadwal,16.0737437,77.77441436,16.09328809,77.83689845,
kamareddy,18.33272,78.34374,18.33544374,78.02022395,
karimnagar,18.43915,79.12856,18.36213316,79.24477018,
khammam,17.25163,80.15729,17.14851779,80.18733344,
kumuram bheem asifabad,19.35648,79.28676,19.36004141,79.47073044,
mahabubabad,17.59606,80.0008,17.70046935,80.00860154,
mahbubnagar,16.74385,77.98597,16.79644731,77.97369193,
mancherial,18.99744337,79.5193324,18.9847737,79.47021545,
medak,18.04768,78.26682,17.9734607,78.20152232,
medchalmalkajgiri,17.55068142,78.56167267,17.57261922,78.52082026,
mulugu,18.2851723,80.33615172,18.28190936,80.36586361,
nagarkurnool,16.48687,78.31276,16.31945935,78.56591213,
nalgonda,17.0571,79.26849,17.06008789,79.26790051,
narayanpet,16.74752,77.4959,16.63781707,77.65292445,
nirmal,19.08685,78.33975,19.11824743,78.56625547,
nizamabad,18.67154,78.0988,18.67542745,78.09374199,
peddapalle,18.60945,79.38166,18.60953839,79.47021545,
rajanna sircilla,18.41827932,78.77058762,18.38017747,78.74779107,
rangareddy,17.13623259,78.41331406,17.05246892,78.38404964,
sangareddy,17.62515,78.08236,17.72082784,77.88262986,
siddipet,18.0191955,78.86362776,18.01681021,78.9288228,
suryapet,17.15349,79.62007,16.94357324,79.82950124,
vikarabad,17.25212196,77.74650056,17.20646992,77.83689846,
wanaparthy,16.36144,78.06529,16.2460811,78.06536335,
warangal rural,17.92133751,79.74942728,17.97167234,79.594053,
warangal urban,18.04393531,79.47208777,17.91855768,79.6951089,
yadadri bhuvanagiri,17.50821,78.8781,17.4565465,78.92865114,
dhalai,23.84497451,91.92689498,23.85232842,91.9099184,
gomati,23.52065062,91.63393258,23.52294544,91.63686626,
khowai,24.07104,91.6023,23.90239671,91.6372096,
north tripura,24.10385526,92.20798421,24.08564718,92.26372055,
sepahijala,23.60635,91.34328,23.61982893,91.32695014,
south tripura,23.20130752,91.58261067,23.23772191,91.55960628,
unakoti,24.19705283,92.03623462,24.18401673,92.02765693,
westtripura,23.89030281,91.40253507,23.90687922,91.40413285,
agra,27.19219,78.00005,27.13331865,78.01953343,
aligarh,27.88636,78.07375,27.88872724,78.20203346,
ambedkar nagar,26.420155,82.67087086,26.3781749,82.69188092,
amethi,26.15687,81.80528,26.32229527,81.64699537,
amroha,28.87696,78.46851,28.86859247,78.33870141,
auraiya,26.46031,79.51097,26.6924773,79.47072654,
ayodhya,26.79254,82.20021,26.66822057,81.95313289,
azamgarh,26.06832,83.18358,26.0702321,83.07908119,
baghpat,28.94517,77.22075,29.0515295,77.332094,
bahraich,27.57684,81.60251,27.75766767,81.42651987,
ballia,25.75835,84.14805,25.83718341,84.18570618,
balrampur uttar,27.43065,82.1802,27.43659925,82.30176754,
banda,25.47758,80.33491,25.45757922,80.54315302,
bara banki uttar,26.93864,81.3274,26.93198389,81.18337562,
bareilly,28.35441,79.41633,28.54857069,79.47072662,
basti,26.79684,82.73989,26.84395086,82.6047694,
bhadohi,25.39452,82.56855,25.33193581,82.43159183,
bijnor,29.3732,78.13565,29.37771193,78.38421753,
budaun,28.03643,79.12301,28.13536829,78.92881898,
bulandshahr,28.40974,77.85006,28.42694412,78.02056346,
chandauli,25.26037,83.26768,25.18369082,83.29340325,
chitrakoot,25.1783,80.86903,25.11494213,81.07511702,
deoria,26.50249,83.77917,26.43220676,83.8048627,
etah,27.57365,78.65228,27.52273519,78.79363439,
etawah,26.77615,79.02133,26.85069197,79.10968482,
farrukhabad,27.39134,79.5793,27.43619111,79.4696966,
fatehpur,27.17326,81.21653,25.85582783,80.89761491,
firozabad,27.15211,78.39466,27.18052643,78.56436332,
gautam buddha nagar,28.36145,77.50703,28.34374734,77.60812461,
ghaziabad,28.66535,77.43915,28.79457493,77.51504364,
ghazipur,25.58333,83.58526,25.61905611,83.50667165,
gonda,27.13582,81.95977,27.04259321,81.95347623,
gorakhpur,26.75432,83.37554,26.73986295,83.33618271,
hamirpur,25.96085,80.1453,25.79715498,80.00739598,
hapur,28.72985,77.78068,28.75319381,78.06621787,
hardoi,27.39491,80.13165,27.30427903,80.18818788,
hathras,27.59551,78.05201,27.56152608,78.15609463,
jalaun,26.1429,79.32559,26.13323346,79.47141316,
jaunpur,25.74508,82.68237,25.76612493,82.64799555,
jhansi,25.4486,78.56956,25.54405861,79.10934144,
kannauj,27.03157,79.92119,27.03515908,79.6947617,
kanpur dehat,26.43949624,79.859545,26.53221244,79.82863904,
kanpur nagar,26.38798088,80.21174087,26.41972046,80.23109603,
kasganj,27.81298,78.65017,27.79998952,78.79226112,
kaushambi,25.4990444,81.41698342,25.51111121,81.42651977,
kheri,27.90539,80.79879,28.17056328,80.63405967,
kushinagar,26.75009,83.91439,26.90619104,83.8893571,
lalitpur,24.69129,78.41379,24.65404511,78.47518913,
lucknow,26.85471,80.92135,26.79145385,80.89795827,
maharajganj,26.10972,84.50627,27.12352817,83.50667171,
mahoba,25.29164,79.87111,25.40998888,79.82898231,
mainpuri,27.22814,79.02501,27.22382241,79.10934151,
mathura,27.49193,77.67407,27.65655363,77.65395058,
maunath bhanjan,25.93854,83.56515,25.95058246,83.55997661,
meerut,28.99862,77.70459,28.96117055,77.83637969,
mirzapur,25.13432,82.56707,25.01407005,82.64833884,
moradabad,28.83893,78.77684,28.90744783,78.79260449,
muzaffarnagar,29.47046,77.70766,29.51193394,77.83603639,
pilibhit,28.63124,79.80436,28.5879868,80.00808275,
uttar pratapgarh,25.89549,81.94783,25.90846758,81.77869678,
prayagraj,25.43609,81.84718,25.3542763,81.95347616,
rae bareli,26.22099,81.25568,26.25028143,81.25153467,
rampur,28.77825,79.02556,28.88791142,79.11071488,
saharanpur,29.96569,77.54607,29.84144648,77.46984873,
sambhal,28.58438,78.57182,28.47407337,78.56607999,
sant kabeer nagar,26.78823292,83.02278689,26.77205612,83.03544567,
shahjahanpur,27.85574,79.91809,27.83532416,79.82898242,
shamli,29.44477,77.31707,29.45904719,77.28613941,
shravasti,27.72125278,81.89989886,27.74017601,81.91016408,
siddharthnagar,27.27337711,82.86332706,27.27764222,82.82096874,
sitapur,27.56192,80.68265,27.53735387,80.89898827,
sonbhadra,24.42203777,83.0622628,24.46231416,82.99178203,
sultanpur,26.25824,82.0681,26.30414249,82.12749137,
unnao,26.54706,80.48781,26.58068342,80.54315306,
varanasi,25.33285,82.99658,25.35857514,82.94946381,
almora,29.59681,79.65171,29.82095235,79.29020815,
bageshwar,29.83572,79.77163,30.00402725,79.87413514,
chamoli,30.49008282,79.57608479,30.29935034,79.55965223,
champawat,29.33587,80.09072,29.28367316,80.05245716,
dehradun,30.3097,78.0489,30.47241903,77.88211116,
haridwar,29.94791,78.16025,29.89356428,78.01884691,
nainital,29.39368,79.45178,29.28501485,79.46969668,
pauri garhwal,29.87719326,78.76644127,29.87499452,78.83757261,
pithoragarh,29.58519,80.21629,30.08746426,80.36551654,
rudraprayag,30.28455,78.97742,30.48601622,79.06347052,
tehri garhwal,30.43443606,78.53746063,30.30560619,78.56676672,
udham singh nagar,29.03757377,79.48406367,28.96634709,79.51605876,
uttarkashi,30.96856141,78.60750573,30.934521,78.47450276,
alipurduar,26.51644,89.53307,26.70825026,89.47352577,
bankura,23.23241,87.0716,23.16988742,87.06104738,
birbhum,23.95371749,87.66553993,23.84548399,87.61760253,
dakshin dinajpur,25.36649512,88.57396563,25.3770915,88.55686898,
darjiling,27.03937,88.26382,26.8384514,88.28435007,
hooghly,22.90877,88.39674,22.90192756,88.24576954,
howrah,22.59631,88.25608,22.5661243,88.05063023,
jalpaiguri,26.51667,88.73333,26.70217062,88.71020447,
jhargram,22.44972,86.99701,22.31090823,86.98276666,
kalimpong,27.067,88.47008,27.03145064,88.59585647,
koch bihar,26.31962,89.45454,26.32886803,89.32234677,
kolkata,22.57059,88.37133,22.57928231,88.36388955,
maldah,25.0202,88.1515,25.18476838,88.24611295,
murshidabad,24.17609,88.27296,24.23492692,88.24576959,
nadia,23.4747023,88.51618107,23.47692725,88.55618226,
north twenty four parganas,22.73015401,88.72582356,22.71572648,88.71089096,
paschim bardhaman,23.65761568,87.16823949,23.69517408,87.18250881,
paschim medinipur,22.43995267,87.41690716,22.50996458,87.4597049,
purba bardhaman,23.35721277,87.95205357,23.27857679,87.93244491,
purba medinipur,22.03252778,87.77965662,21.9406266,87.77616027,
purulia,23.33298,86.36696,23.25328426,86.49964918,
south twenty four parganas,22.05604834,88.55363937,22.14174099,88.55480892,
uttar dinajpur,25.9403233,87.9870475,25.98657112,88.05063036,
